Date/Time,ZONE_F1:Zone Mean Air Temperature [C](Hourly),ZONE_F2:Zone Mean Air Temperature [C](Hourly),ZONE_F3:Zone Mean Air Temperature [C](Hourly) 
 01/07  14:00:00,23.396782037875546,23.081373775195168,23.237534610145353 
 01/07  15:00:00,23.653697959838677,23.2855401422917,23.628312646424988 
 01/07  16:00:00,23.7060568973155,23.36063014562466,23.797791599562554 
 01/07  17:00:00,23.4163012631425,23.245324896108936,23.638310301576254 
 01/07  18:00:00,22.660299105095184,22.85178333352855,23.028674359565784 
 01/07  19:00:00,21.904806314009207,22.427404973648006,22.363476132097535 
 01/07  20:00:00,21.606775016823455,22.27352178577474,22.11061949485267 
 01/07  21:00:00,21.39898783483491,22.14232483806274,21.91183375218489 
 01/07  22:00:00,21.258811245730097,22.041584992260862,21.757195964221456 
 01/07  23:00:00,21.12299745817508,21.93279638022318,21.59896789120923 
 01/07  24:00:00,20.99401171044657,21.82499348824438,21.44671731655818 
 01/08  01:00:00,20.877060744242556,21.719840873831803,21.294120718435494 
 01/08  02:00:00,20.7699220628235,21.619029263160822,21.14505488130777 
 01/08  03:00:00,20.678103668765036,21.520955723568473,21.005005508401574 
 01/08  04:00:00,20.56467376392469,21.404837220602182,20.85001974858705 
 01/08  05:00:00,20.450778355615082,21.291276190513322,20.70223679446912 
 01/08  06:00:00,20.34692577258348,21.182062194397417,20.561844513656936 
 01/08  07:00:00,20.236583661477546,21.068356400200216,20.417858535427584 
 01/08  08:00:00,20.228385930955195,21.025527892921744,20.37603610791766 
 01/08  09:00:00,20.918595520913694,21.485706041381672,20.920271094514934 
 01/08  10:00:00,21.532885264159596,21.842205691939878,21.303617142152753 
 01/08  11:00:00,21.559272801145656,21.76839033100738,21.304023591888992 
 01/08  12:00:00,21.538677294285264,21.724762933446158,21.354442284955887 
 01/08  13:00:00,22.37683273615221,22.31623609717096,22.172900889043106 
 01/08  14:00:00,22.7709639027667,22.565920801065086,22.64304364315467 
 01/08  15:00:00,22.68379305381267,22.531499064563626,22.629955671647238 
 01/08  16:00:00,22.44704069316468,22.43463933823474,22.458493237111426 
 01/08  17:00:00,22.384909331041108,22.45130711688553,22.477202013028936 
 01/08  18:00:00,22.141762224685515,22.335790785829744,22.29697738031691 
 01/08  19:00:00,21.82357827631581,22.158549446784527,21.998995156682113 
 01/08  20:00:00,21.64592221161125,22.063349109980386,21.837622373042944 
 01/08  21:00:00,21.501278187769206,21.96808978841262,21.690543047984132 
 01/08  22:00:00,21.3881479797012,21.883720609171426,21.564896492991522 
 01/08  23:00:00,20.775892758268796,21.34922568948283,20.99491405463349 
 01/08  24:00:00,20.334372120018724,21.064828924484722,20.6440881356563 
 01/09  01:00:00,20.138987205353025,20.929633143159965,20.44869615324959 
 01/09  02:00:00,19.9626200158436,20.789306804078088,20.257327734250538 
 01/09  03:00:00,19.820724895274417,20.666058810156777,20.087573373803618 
 01/09  04:00:00,19.735214080592666,20.57497953780831,19.958589556423448 
 01/09  05:00:00,19.677054255487217,20.495405234069807,19.848713800883743 
 01/09  06:00:00,19.589007843578877,20.386745885426862,19.70978110814486 
 01/09  07:00:00,19.440838943907174,20.241902319385133,19.53010562184407 
 01/09  08:00:00,19.48350444628106,20.22658636434584,19.53016978093278 
 01/09  09:00:00,20.597776877483174,20.94900429891696,20.410144322260713 
 01/09  10:00:00,21.810322249429248,21.65387351371296,21.420588468865745 
 01/09  11:00:00,22.517378949538926,22.083254914264195,22.213125666641684 
 01/09  12:00:00,22.947802940312283,22.38692122134169,22.772016207290484 
 01/09  13:00:00,23.237786841138742,22.625012701008792,23.198041538514484 
 01/09  14:00:00,23.59507271502937,22.93091479407401,23.724302459405997 
 01/09  15:00:00,23.866850856786215,23.17349882613946,24.172741691150467 
 01/09  16:00:00,23.860983359741674,23.252202385063914,24.31047427073141 
 01/09  17:00:00,23.54998317479344,23.17265515451556,24.12927527531815 
 01/09  18:00:00,23.022016958876918,22.96586890325854,23.686446012471407 
 01/09  19:00:00,22.605015753255234,22.77509900866324,23.258474312702212 
 01/09  20:00:00,22.411843268396197,22.690831888046006,23.047620708618897 
 01/09  21:00:00,22.236299198774827,22.60298614294519,22.849816232443253 
 01/09  22:00:00,22.075594264580644,22.520776628397552,22.661911818452563 
 01/09  23:00:00,21.423054338519524,21.977045134413355,21.97821156846553 
 01/09  24:00:00,20.94870900770875,21.664236062187786,21.521735480174474 
 01/10  01:00:00,20.722028831101067,21.520743724966657,21.29143113571069 
 01/10  02:00:00,20.501361489280164,21.36499656343366,21.058673009604902 
 01/10  03:00:00,20.301685597846177,21.213522001271958,20.837908835716338 
 01/10  04:00:00,20.121153105219523,21.064195063268066,20.621555343162534 
 01/10  05:00:00,19.939058765896576,20.90731995707441,20.392718247285067 
 01/10  06:00:00,19.784103299661425,20.764887923132825,20.181178188232735 
 01/10  07:00:00,19.668323119492612,20.64189709267046,19.996164590463476 
 01/10  08:00:00,19.798807520768705,20.67846187907121,20.035394095644072 
 01/10  09:00:00,21.128574175768204,21.497369999481634,21.018048401080947 
 01/10  10:00:00,22.354713766955506,22.193356258936642,21.95416016989649 
 01/10  11:00:00,22.991812893968607,22.585510023022525,22.64844680249277 
 01/10  12:00:00,23.359986722316712,22.84974845551853,23.109973590506247 
 01/10  13:00:00,23.538195899373,23.016867773377236,23.40205899680931 
 01/10  14:00:00,23.839924836530404,23.281552994083256,23.84616579838462 
 01/10  15:00:00,24.189193407947013,23.562569724064993,24.331879567372237 
 01/10  16:00:00,24.335839342076518,23.723303596835876,24.607595958283596 
 01/10  17:00:00,24.171036715425114,23.725399361813242,24.57697688062312 
 01/10  18:00:00,23.54938219126454,23.47324684592695,24.08086666032858 
 01/10  19:00:00,22.957359876060025,23.17704031243698,23.471637536282472 
 01/10  20:00:00,22.737925101152648,23.085970419460935,23.233815717332277 
